Ticker,Company,Tweet,RoundDate,RoundTime,ID,Open,Close,PctChange
UDR,udr,thank you audrey! https://t.co/2bhovvov6r,3/6/20,9:30,1235770000000000000,47.58000183,46.86808395,-1.50%
UDR,udr,"i want to thank the @vfwhq for your devotion to our fallen heroes, unknown soldiers, prisoners of war, those missing in action, and their families. #vfwconvention https://t.co/15ygfhcudr",7/24/18,9:30,1021840000000000000,36.68999863,33.87242889,-7.68%
TPR,tapestry,"the heroes who rest in these hallowed fields, in cemeteries, battlefields, and burial grounds near and far are drawn the full tapestry of american life. they came from every generation from towering cities and wind swept prairies, from privilege and from poverty... https://t.co/aow3qwn2sv",5/28/18,9:30,1001150000000000000,43.91999817,40.12939835,-8.63%
SBUX,starbucks,"howard schultz doesn’t have the “guts” to run for president! watched him on @60minutes last night and i agree with him that he is not the “smartest person.” besides, america already has that! i only hope that starbucks is still paying me their rent in trump tower!",1/28/19,13:41,1089880000000000000,66.19000244,64.33998108,-2.80%
LUV,southwest airlines,"today, it was my great honor to thank and welcome heroic crew members and passengers of southwest airlines flight 1380 at the @whitehouse! https://t.co/fyygwtoddi",5/1/18,9:30,991403000000000000,52.79999924,51.5786171,-2.31%
SRE,sempra energy,"with incredible grit, skill, and pride, the 7,000 workers here at sempra energy are helping lead the american energy revolution. they are not only making our nation wealthier but they are making america safer by building a future of american energy independence! https://t.co/hqn9weixo9",5/14/19,9:30,1128410000000000000,129.7599945,123.2318344,-5.03%
RCL,royal caribbean,"rt @realdonaldtrump: at my request, effective midnight tonight, carnival, royal caribbean, norwegian, and msc have all agreed to suspend ou…",3/16/20,9:30,1239200000000000000,29.89999962,29.94000053,0.13%
RCL,royal caribbean,"at my request, effective midnight tonight, carnival, royal caribbean, norwegian, and msc have all agreed to suspend outbound cruises for thirty days. it is a great and important industry – it will be kept that way!",3/13/20,9:30,1238590000000000000,37.00999832,32.33000183,-12.65%
ROL,rollins,"rt @edrollins: joe biden now claims he opposes defunding the police.

here’s a list of issues he’s flip-flopped on:

abortion

immigration…",6/9/20,12:31,1270330000000000000,44.18999863,43.29069138,-2.04%
ROL,rollins,rt @loudobbs: republicans united: @edrollins @david_bossie praise the senate gop for voting down schumer’s amendments 53-47. #americafirst…,1/22/20,13:06,1219970000000000000,36.04000092,35.72818756,-0.87%
ROL,rollins,“i think it’s outrages that a whistleblower is a cia agent.”  ed rollins @foxnews,10/4/19,14:12,1180120000000000000,34.13999939,34.07957077,-0.18%
ROL,rollins,"“when someone gets nominated overwhelmingly, and then wins the election, as he did, then he gets to set the national agenda. the press is just outrages. this @nytimes story is the most irresponsible thing i’ve ever seen.” @edrollins @loudobbs  i agree. they also lose too much!",9/23/19,9:30,1175560000000000000,34.52999878,33.70376587,-2.39%
ROL,rollins,“nancy pelosi should not be out there doing the kinds of things she is doing. she will diminish herself and her membership. she cannot put a subject with a predicate in the same sentence. what’s going on?”  ed rollins  @greggjarrett  @loudobbs,5/24/19,9:30,1131720000000000000,37.11999893,36.50367355,-1.66%
ROL,rollins,"....president who is willing to have the battle, and we have a great attorney general who is willing to lead the battle, and they are going to get to the bottom of it.” @edrollins  @loudobbs",5/13/19,9:30,1127520000000000000,35.88999939,35.19258499,-1.94%
ROL,rollins,"“the story of puerto rico is the rebuilding that has occurred. the president has done an extraordinary job of cleanup, rebuilding electrical stuff and everything else.”  @edrollins   “the people of puerto rico have one of the most corrupt governments in our country.” @loudobbs",9/17/18,9:30,1040760000000000000,42.29999924,41.24526596,-2.49%
ROL,rollins,"“president trump has something now he didn’t have a year ago, that is a set of accomplishments that nobody can deny. the accomplishments are there, look at his record, he has had a very significant first year.” @loudobbs show,david asman &amp, ed rollins",1/3/18,9:30,948404000000000000,30.96666718,30.05596733,-2.94%
QCOM,qualcomm,rt @dailycaller: doj asks courts to lighten up on qualcomm as it battles china for 5g supremacy https://t.co/6cempawjzf,5/6/19,9:30,1124850000000000000,86.33000183,84.3072052,-2.34%
PVH,pvh,https://t.co/x8os4npvhh,10/27/20,9:30,1321150000000000000,62.13999939,60.99000168,-1.85%
PVH,pvh,"chris had a tough night. two on one was not surprising, but  fun. many important points made, like throwing bernie, aoc plus 3, and the rest, to the wolves! radical left is dumping sleepy joe. zero democrat enthusiasm, weak leadership! https://t.co/bgbpvhau3m",9/30/20,13:17,1311290000000000000,58.97999954,59.63999939,1.12%
PFE,pfizer,"rt @pfizer: we now have more than 25,000 participants dosed in our #covid19 vaccine clinical trial.  learn more about our progress in devel…",9/8/20,9:30,1303400000000000000,34.65844345,33.74217606,-2.64%
PFE,pfizer,"rt @whitehouse: ""today, my administration reached a historic agreement with pfizer, to produce and deliver 100 million doses of their vacci…",7/22/20,9:30,1286070000000000000,36.27134705,35.8615303,-1.13%
PFE,pfizer,"thank you to novartis for not increasing your prices on prescription drugs. likewise to pfizer. we are making a big push to actually reduce the prices, maybe substantially, on prescription drugs.",7/19/18,10:23,1019890000000000000,35.53131104,32.30907822,-9.07%
PFE,pfizer,"just talked with pfizer ceo and @secazar on our drug pricing blueprint. pfizer is rolling back price hikes, so american patients don’t pay more. we applaud pfizer for this decision and hope other companies do the same. great news for the american people!",7/10/18,9:30,1016810000000000000,35.38899612,32.36961746,-8.53%
PFE,pfizer,"pfizer &amp, others should be ashamed that they have raised drug prices for no reason. they are merely taking advantage of the poor &amp, others unable to defend themselves, while at the same time giving bargain basement prices to other countries in europe &amp, elsewhere. we will respond!",7/9/18,9:30,1016370000000000000,35.36053085,32.13612747,-9.12%
PFE,pfizer,"billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer: https://t.co/qnen48bsiq https://t.co/5vtmfuy3pm",7/21/17,9:30,888240000000000000,31.75521851,27.88093376,-12.20%
PEP,pepsico,"rt @secretarysonny: 🚨🚨🚨we've partnered with @baylorcohp, mclane global &amp; @pepsico to provide 1 million meals per week to rural children in…",3/17/20,9:30,1239990000000000000,116.6999969,125.831459,7.82%
NVR,nvr,"thank you macon, georgia!
https://t.co/jjnvrvgqwy",10/19/20,9:30,1317270000000000000,4384.669922,4251.180176,-3.04%
NVR,nvr,rt @nvr4get91101: @realdonaldtrump @potus https://t.co/wp3pkeibhu,4/22/20,14:18,1252960000000000000,2874.449951,2847.600098,-0.93%
NVR,nvr,beautiful afternoon in the oval office today with a few great american heroes! https://t.co/hyei83nvrm,4/11/19,9:30,1116450000000000000,2926.590088,2944.25,0.60%
NVR,nvr,"was just briefed via phone by @dhsgov @secnielsen and @fema @fema_brock, along with @vp mike pence and chief of staff, john kelly on incoming storm which is very dangerous. heed the directions of your state and local officials - and know that we are here for you. be safe! https://t.co/sn8d5nvrba",9/10/18,9:30,1039270000000000000,2615.600098,2591.659912,-0.92%
NKE,nike,rt @usatoday: mitch mcconnell argues dem's 'moscow mitch' moniker is 'modern-day mccarthyism' https://t.co/1laymij6iw https://t.co/1ywxdl3b...,7/30/19,9:30,1156240000000000000,86.81999969,86.10293579,-0.83%
NKE,nike,rt @byronyork: attention nike: the flag colin kaepernick told you was unacceptable on your shoes was displayed rather prominently at barack...,7/5/19,9:30,1146990000000000000,85.80000305,85.72771454,-0.08%
NKE,nike,what was nike thinking?,9/7/18,10:56,1038020000000000000,80.01000214,78.63336182,-1.72%
NKE,nike,"just like the nfl, whose ratings have gone way down, nike is getting absolutely killed with anger and boycotts. i wonder if they had any idea that it would be this way? as far as the nfl is concerned, i just find it hard to watch, and always will, until they stand for the flag!",9/5/18,13:39,1037330000000000000,79.65000153,78.26123047,-1.74%
NFLX,netflix,"rt @bucksexton: between the waco series on netflix and now the dismissal of the case against flynn, not exactly a strong moment in time for…",5/11/20,9:30,1259490000000000000,436.3299866,440.519989,0.96%
NFLX,netflix,"....for the privilege of being your president - and doing the best job that has been done in many decades. i am far beyond somebody paying for a hotel room for the evening, or filling up a gas tank at an airport i do not own. these radical left democrats are crazy! obama netflix?",9/16/19,14:01,1173600000000000000,294.230011,294.2900085,0.02%
NFLX,netflix,"....work that way. i have a better idea. look at the obama book deal, or the ridiculous netflix deal. then look at all the deals made by the dems in congress, the “congressional slush fund,” and lastly the ig reports. take a look at them. those investigations would be over fast!",9/16/19,11:03,1173550000000000000,294.230011,294.2900085,0.02%
NDAQ,nasdaq,"....my administration and i built the greatest economy in history, of any country, turned it off, saved millions of lives, and now am building an even greater economy than it was before. jobs are flowing, nasdaq is already at a record high, the rest to follow. sit back &amp; watch!",8/18/20,11:00,1295680000000000000,130.2899933,129.5567322,-0.56%
NDAQ,nasdaq,new record for nasdaq!,8/17/20,9:30,1295460000000000000,129.3800049,129.8157501,0.34%
NDAQ,nasdaq,"record high nasdaq! it would all come crashing down, including your jobs, stocks, and 401k’s, if sleepy joe ever became president. china and others would own us!!!",8/3/20,13:49,1290280000000000000,131.8399963,129.8556061,-1.51%
NDAQ,nasdaq,"economy and jobs are growing much faster than anyone (except me!) expected. job growth is biggest in history. china virus mortality rate is among the lowest of any country. shaping up for a good third quarter, and a great next year! nasdaq at new record high, 401k’s way up!!!!",7/8/20,13:50,1280860000000000000,120.9499969,121.2384033,0.24%
NDAQ,nasdaq,nasdaq hits all time high!,7/6/20,13:39,1280130000000000000,121.4899979,120.6207581,-0.72%
NDAQ,nasdaq,"if you want your 401k’s  and stocks, which are getting close to an all time high (nasdaq is already there), to disintegrate and disappear, vote for the radical left do nothing democrats and corrupt joe biden. massive tax hikes - they will make you very poor, fast!",7/6/20,12:26,1280120000000000000,121.4899979,120.6207581,-0.72%
NDAQ,nasdaq,"nasdaq had its 23rd record close of the year. other exchanges are following closely behind. tremendous potential remaining. big months upcoming. next year, depending on an election win, will be one of the best ever! @loudobbs",7/3/20,12:12,1279030000000000000,121.4899979,120.6207581,-0.72%
NDAQ,nasdaq,rt @erictrump: amazing quarter for the markets!!! the dow has the best quarter in 33 years (up 17.77%). likewise the nasdaq is up 30.63% in…,7/1/20,9:30,1278130000000000000,119.5999985,120.3019714,0.59%
NDAQ,nasdaq,"nasdaq hits all-time high. tremendous progress being made, way ahead of schedule. usa!",6/10/20,12:49,1270700000000000000,119.5699997,119.0666809,-0.42%
NDAQ,nasdaq,nasdaq hits all-time high!,6/9/20,12:30,1270330000000000000,120.3600006,119.1460419,-1.01%
NDAQ,nasdaq,"rt @trumpwarroom: americans' retirement savings are winning big under president trump!the nasdaq just hit 9,000 for the first time in his...",12/27/19,9:30,1210350000000000000,107.9199982,106.6341476,-1.19%
NDAQ,nasdaq,"“nasdaq hits 9,000 for first time ever” https://t.co/7gyomv32zy",12/26/19,9:30,1210310000000000000,106.7799988,106.4366608,-0.32%
NDAQ,nasdaq,nasdaq up 72.2% since our great 2016 election victory! dow up 55.8%. the best is yet to come!,12/23/19,9:30,1209260000000000000,107.6299973,105.8244324,-1.68%
NDAQ,nasdaq,"stock markets up record numbers. for this year alone, dow up 18.65%, s&amp,p up 24.36%, nasdaq composite up 29.17%. “it’s the economy, stupid.”",12/6/19,13:16,1202940000000000000,105.0199966,103.4387207,-1.51%
NDAQ,nasdaq,"rt @realdonaldtrump: “dow, nasdaq, s&amp,p 500 close at record highs” https://t.co/q8iuuuugjb",11/26/19,9:30,1199190000000000000,104.8099976,103.0455246,-1.68%
NDAQ,nasdaq,"“dow, nasdaq, s&amp,p 500 close at record highs” https://t.co/q8iuuuugjb",11/25/19,9:30,1199090000000000000,104.7900009,102.858757,-1.84%
NDAQ,nasdaq,nasdaq up 27% this year alone!,11/19/19,14:03,1196790000000000000,104.8000031,103.2814331,-1.45%
NDAQ,nasdaq,"stock market up big! record highs for s&amp,p 500 and nasdaq. enjoy!",11/1/19,14:08,1190270000000000000,100.4599991,97.54085541,-2.91%
NDAQ,nasdaq,"the dow, s&amp,p 500, and nasdaq all close the week at a new record high! https://t.co/wpjim8n7m2",7/12/19,9:30,1149810000000000000,104.2300034,102.0141754,-2.13%
NDAQ,nasdaq,rt @realdonaldtrump: since my election as president the dow jones is up 43% and the nasdaq composite almost 50%. great news for your 401(k)...,3/4/19,9:30,1101860000000000000,92.16999817,87.30293274,-5.28%
NDAQ,nasdaq,since my election as president the dow jones is up 43% and the nasdaq composite almost 50%. great news for your 401(k)s as they continue to grow. we are bringing back america faster than anyone thought possible!,2/25/19,15:12,1100050000000000000,89.41999817,87.29324341,-2.38%
NDAQ,nasdaq,nasdaq has just gone above 8000 for the first time in history!,8/28/18,9:57,1034380000000000000,95.16999817,91.19289398,-4.18%
NDAQ,nasdaq,"dow, s&amp,p 500 and nasdaq close at record highs! #maga https://t.co/hvqwnqsgug",12/18/17,9:30,941820000000000000,77.84999847,73.13613129,-6.06%
NDAQ,nasdaq,"dow, s&amp,p 500 and nasdaq all finished the day at new record highs! https://t.co/wjyb9d00hh",11/28/17,9:30,935637000000000000,77.44999695,74.07621002,-4.36%
NDAQ,nasdaq,"rt @scavino45: under potus' @realdonaldtrump ☑️s&amp,p 500 38th📈record high ☑️nasdaq 44th📈record high☑️#makeamericagreatagain🇺🇸 https://t.co...",10/2/17,9:30,913940000000000000,77.66999817,73.55612946,-5.30%
NDAQ,nasdaq,"the #fakenews msm doesn't report the great economic news since election day. #dow up 16%. #nasdaq up 19.5%. drilling &amp, energy sector...",6/12/17,9:30,873878000000000000,70.45999908,65.87785339,-6.50%
MSCI,msci,"rt @jimsciutto: tonight, there are hundreds of american families watching news of suleimani’s killing particularly closely. he engineered a...",1/3/20,12:15,1213070000000000000,262.2000122,258.6088562,-1.37%
MS,morgan stanley,"“we have greater confidence in our call for a v-shaped recovery, given recent upside surprises in growth data and policy action.” chetan ahya, chief economist at morgan stanley",6/15/20,9:30,1272640000000000000,44.65999985,46.7257309,4.63%
MRK,merck &,"billions of dollars in investments &amp, thousands of new jobs in america! an initiative via corning, merck &amp, pfizer: https://t.co/qnen48bsiq https://t.co/5vtmfuy3pm",7/21/17,9:30,888240000000000000,62.79000092,56.88935089,-9.40%
MAS,masco,rt @tomascol: wow. @realdonaldtrump has ordered all federal agencies to “cease and desist” any government training programs that include an…,9/7/20,9:30,1302230000000000000,55.95999908,55.85972214,-0.18%
LMT,lockheed martin,"....thank you to lockheed martin, one of the usa’s truly great companies!",7/11/19,9:30,1149110000000000000,368.1600037,354.7827759,-3.63%
LMT,lockheed martin,"i was just informed by marillyn hewson, ceo of lockheed martin, of her decision to keep the sikorsky helicopter plant in coatesville, pennsylvania, open and humming! we are very proud of pennsylvania and the people who work there....",7/11/19,9:30,1149110000000000000,368.1600037,354.7827759,-3.63%
LMT,lockheed martin,"rt @danscavino: “lockheed martin will add 400 workers to boost production of the f-35 fighter jet, the most expensive in u.s. history, afte...",7/24/18,11:01,1021710000000000000,325,302.4605408,-6.94%
LIN,linde,"rt @senjoniernst: with 225,000 jobs created last month alone, the u.s. economy is continuing to fire on all cylinders! https://t.co/t3q907w…",2/17/20,9:30,1228810000000000000,224.0399933,220.6284637,-1.52%
LIN,linde,"rt @trumpwarroom: ""the real problem is the democrats and nancy are so blinded by hate, hatred of donald trump, that they can’t even functio…",2/10/20,9:30,1226540000000000000,214.8899994,212.6244507,-1.05%
LIN,linde,"rt @trish_regan: #icymi #dems so blinded by hate for trump, they’re handing him the #2020 election! this week will go down in history as th…",1/27/20,9:30,1221160000000000000,205.2200012,202.2024384,-1.47%
LIN,linde,"""rt @dcexaminer: """"the collusion delusion fell flat."""" @repmarkmeadows suggests democrats are too blinded by hatred of @realdonaldtrump to l...""",4/25/19,13:31,1121410000000000000,176.2200012,171.607605,-2.62%
LIN,linde,"“there is no possible way the trump tower meeting between don trump jr and a couple of russians, who have very deep connections to both the clintons &amp, fusion gps, &amp, where no information on the clintons was exchanged, is a crime. dems are blinded by their hatred of trump.” bongino",9/3/18,9:30,1036060000000000000,157.8699951,150.4586029,-4.69%
LIN,linde,“fox news has learned that bruce ohr wrote christopher steele following the firing of james comey saying that he was afraid the anti-trump russia probe will be exposed.”  charles payne  @foxbusiness   how much more does mueller have to see? they have blinders on - rigged!,8/17/18,9:30,1030580000000000000,154.1600037,150.3237457,-2.49%
K,kellogg,"rt @alyssafarah: lt gen. keith kellogg, sec pompeo (army, retired), secdef esper (army), nsa robert o’brien (army), sec of va robert wilkie…",9/8/20,11:23,1303290000000000000,69,65.7443161,-4.72%
K,kellogg,rt @generalkellogg: the atlantic story is completely false. absolutely lacks merit. i’ve been by the president’s side. he has always shown…,9/7/20,9:30,1302050000000000000,69,65.7443161,-4.72%
K,kellogg,"rt @danscavino: 'trump as commander in chief, making the hard decisions' by ltg (ret) kellogg, a highly decorated vietnam war vet: https://...",9/5/17,12:07,905040000000000000,65.48000336,59.18357468,-9.62%
K,kellogg,"general keith kellogg, who i have known for a long time, is very much in play for nsa - as are three others.",2/17/17,13:16,832579000000000000,72.98999786,63.54415894,-12.94%
INTU,intuit,"“brazil will allow more american ethanol to enter the country without tariffs, a decision that brazilian mills are celebrating. the seemingly counter-intuitive reaction stems from the tone of ongoing negotiations between the south american nation and the u.s. for a...",9/3/19,9:30,1168710000000000000,285.3099976,281.4829102,-1.34%
INTU,intuit,"“brazil will allow more american ethanol to enter the country without tariffs, a decision that brazilian mills are celebrating. the seemingly counter-intuitive reaction stems from the tone of ongoing negotiations between the south american nation and the u.s. for a....",9/2/19,9:58,1168640000000000000,285.3099976,281.4829102,-1.34%
HUM,humana,rt @seemacms: thank you @humana for your dedication to public health and safety as we work to stop #covid19.,3/12/20,13:52,1238100000000000000,305.5299988,291.4894409,-4.60%
HUM,humana,"obamacare continues to fail. humana to pull out in 2018. will repeal, replace &amp, save healthcare for all americans. https://t.co/glweq0lnr4",2/14/17,9:30,831637000000000000,207.4900055,200.5176392,-3.36%
HD,home depot,"great businessman &amp; philanthropist bernie marcus, co-founder of home depot, said that congress was too distracted by the (phony) impeachment witch hunt when they should have been investigating  coronavirus when it first appeared in china. media played a big roll also!@dcexaminer",4/13/20,9:30,1249370000000000000,200.4499969,196.57341,-1.93%
HD,home depot,"great businessman &amp; philanthropist bernies marcus, co-founder of home depot, said that congress was too distracted by the (phony) impeachment witch hunt when they should have been investigating  coronavirus when it first appeared in china. media played a big roll also!@dcexaminer",4/13/20,9:30,1249370000000000000,200.4499969,196.57341,-1.93%
HD,home depot,rt @sjpfish: home depot co-founder slams dem candidates for claiming millionaires didn't work for their $$$$$$@9mmcassy@briteeye777@pjbo...,12/30/19,9:30,1210770000000000000,220.3699951,213.4587555,-3.14%
HD,home depot,"....to your favorite president, me! these people are vicious and totally crazed, but remember, there are far more great people (“deplorables”) in this country, than bad. do to them what they do to you. fight for bernie marcus and home depot!",7/10/19,9:30,1148770000000000000,210.7200012,204.4509277,-2.98%
HD,home depot,"a truly great, patriotic &amp, charitable man, bernie marcus, the co-founder of home depot who, at the age of 90, is coming under attack by the radical left democrats with one of their often used weapons. they don’t want people to shop at those great stores because he contributed....",7/10/19,9:30,1148770000000000000,210.7200012,204.4509277,-2.98%
HOLX,hologic,rt @aka_realdirty: the great one @marklevinshow says obama is a pathological liar. https://t.co/xcvc1bw1pd,8/3/20,9:30,1289880000000000000,70.59999847,71.31999969,1.02%
GILD,gilead sciences,"rt @secazar: i’m pleased to announce that as a result of discussions between the trump administration and gilead sciences, inc., gilead has...",6/10/19,9:30,1137860000000000000,65.40000153,62.47725677,-4.47%
GM,general motors,"rt @trumpwarroom: general motors's first ventilators arrived friday at hospitals, just 1 month after conversations about the possibility of…",4/21/20,9:30,1252440000000000000,21.27000046,21.23999977,-0.14%
GM,general motors,"general motors must immediately open their stupidly abandoned lordstown plant in ohio, or some other plant, and start making ventilators, now!!!!!!  ford, get going on ventilators, fast!!!!!!  @generalmotors  @ford",3/27/20,15:23,1243560000000000000,21.37000084,21.37999916,0.05%
GM,general motors,"as usual with “this” general motors, things just never seem to work out. they said they were going to give us 40,000 much needed ventilators, “very quickly”. now they are saying it will only be 6000, in late april, and they want top dollar. always a mess with mary b. invoke “p”.",3/27/20,15:16,1243560000000000000,21.37000084,21.37999916,0.05%
GM,general motors,"ford, general motors and tesla are being given the go ahead to make ventilators and other metal products, fast! @fema  go for it auto execs, lets see how good you are? @repmarkmeadows @gopleader @senatemajldr",3/23/20,9:30,1241730000000000000,18.01000023,17.60000038,-2.28%
GM,general motors,"wow, a blowout jobs number just out, adjusted for revisions and the general motors strike, 303,000. this is far greater than expectations. usa rocks!",11/1/19,12:52,1190250000000000000,37.20999908,37.11420822,-0.26%
GM,general motors,here we go again with general motors and the united auto workers. get together and make a deal!,9/16/19,9:30,1173370000000000000,37.97000122,36.37133789,-4.21%
GM,general motors,"general motors, which was once the giant of detroit, is now one of the smallest auto manufacturers there. they moved major plants to china, before i came into office. this was done despite the saving help given them by the usa. now they should start moving back to america again?",8/30/19,12:06,1167410000000000000,37.25,35.89377975,-3.64%
GM,general motors,"the legendary henry ford and alfred p. sloan, the founders of ford motor company and general motors, are “rolling over” at the weakness of current car company executives willing to spend more money on a car that is not as safe or good, and cost $3,000 more to consumers. crazy!",8/21/19,9:30,1164310000000000000,37.36000061,35.92280579,-3.85%
GM,general motors,"great news for ohio! just spoke to mary barra, ceo of general motors, who informed me that, subject to a uaw agreement etc., gm will be selling their beautiful lordstown plant to workhorse, where they plan to build electric trucks. gm will also be spending $700,000,000 in ohio...",5/8/19,15:18,1126140000000000000,38.41999817,36.58559418,-4.77%
GM,general motors,"general motors and the uaw are going to start “talks” in september/october. why wait, start them now! i want jobs to stay in the u.s.a. and want lordstown (ohio), in one of the best economies in our history, opened or sold to a company who will open it up fast! car companies.....",3/18/19,11:37,1107610000000000000,38.18000031,36.36537552,-4.75%
GM,general motors,"just spoke to mary barra, ceo of general motors about the lordstown ohio plant. i am not happy that it is closed when everything else in our country is booming. i asked her to sell it or do something quickly. she blamed the uaw union — i don’t care, i just want it open!",3/18/19,9:30,1107410000000000000,38.18000031,36.36537552,-4.75%
GM,general motors,"because the economy is so good, general motors must get their lordstown, ohio, plant open, maybe in a different form or with a new owner, fast! toyota is investing 13.5 $billion in u.s., others likewise. g.m. must act quickly. time is of the essence!",3/18/19,9:30,1107020000000000000,38.18000031,36.36537552,-4.75%
GM,general motors,"general motors is very counter to what other auto, and other, companies are doing. big steel is opening and renovating plants all over the country. auto companies are pouring into the u.s., including bmw, which just announced a major new plant. the u.s.a. is booming!",11/29/18,11:37,1068110000000000000,36.79000092,34.48872757,-6.26%
GM,general motors,....for electric cars. general motors made a big china bet years ago when they built plants there (and in mexico) - don’t think that bet is going to pay off. i am here to protect america’s workers!,11/27/18,9:30,1067490000000000000,37.27000046,34.42305374,-7.64%
GM,general motors,"very disappointed with general motors and their ceo, mary barra, for closing plants in ohio, michigan and maryland. nothing being closed in mexico &amp, china. the u.s. saved general motors, and this is the thanks we get! we are now looking at cutting all @gm subsidies, including....",11/27/18,9:30,1067490000000000000,37.27000046,34.42305374,-7.64%
GM,general motors,great meeting with ford ceo mark fields and general motors ceo mary barra at the @whitehouse today. https://t.co/t0eigo6lp8,1/25/17,9:30,824056000000000000,37.70999908,33.14141083,-12.12%
FB,facebook,being restored immediately. @facebook stated that they made an “enforcement error”. thank you! https://t.co/ejdj0ztbt2,11/2/20,9:30,1322930000000000000,264.6000061,261.3599854,-1.22%
FB,facebook,.@facebook  put them back now! https://t.co/elgs5vixkp,11/2/20,9:30,1322760000000000000,264.6000061,261.3599854,-1.22%
FB,facebook,rt @scrowder: at what point is @facebook election meddling?,10/15/20,11:56,1316710000000000000,267.6000061,266.7200012,-0.33%
FB,facebook,"rt @scrowder: shortly after the @facebook communications director admitted they were shadow banning today's biden exposé, @twitter has now…",10/15/20,11:56,1316710000000000000,267.6000061,266.7200012,-0.33%
FB,facebook,"so terrible that facebook and twitter took down the story of “smoking gun” emails related to sleepy joe biden and his son, hunter, in the @nypost. it is only the beginning for them. there is nothing worse than a corrupt politician. repeal section 230!!! https://t.co/g1rjfpivuz",10/14/20,9:30,1316500000000000000,277.6199951,271.8200073,-2.09%
FB,facebook,"rt @breitbartnews: facebook has reportedly disabled the account of former u.s. marine corps sergeant john “tig” tiegen, one of the men who…",10/14/20,9:30,1316220000000000000,277.6199951,271.8200073,-2.09%
FB,facebook,"rt @joshdcaplan: cbs news: facebook removes 216 trump ads about biden, coronavirus and refugees",10/1/20,9:30,1311790000000000000,265.3500061,266.6300049,0.48%
FB,facebook,rt @robbystarbuck: this press conference of doctors had 14 million views on facebook today. fb took it down shortly after a nytimes reporte…,7/28/20,9:30,1287950000000000000,234.6300049,230.1199951,-1.92%
FB,facebook,.@facebook ceo mark zuckerberg is today criticizing twitter. “we have a different policy than twitter on this. i believe strongly that facebook shouldn’t be the arbiter of truth of everything that people say online.” did twitter criticize obama for his “you can keep your dr.”?,5/29/20,9:30,1266170000000000000,225.1999969,225.0899963,-0.05%
FB,facebook,"the radical left is in total command &amp; control of facebook, instagram, twitter and google. the administration is working to remedy this illegal situation. stay tuned, and send names &amp; events. thank you michelle! https://t.co/zqfcfd3hk9",5/18/20,9:30,1261630000000000000,212.1499939,213.1900024,0.49%
FB,facebook,"rt @marshablackburn: icymi: this afternoon, i held a facebook town hall to discuss our response to the coronavirus. https://t.co/k3h2fp2xcz",3/20/20,9:30,1240860000000000000,156.0200043,149.7299957,-4.03%
FB,facebook,"great honor, i think?  mark zuckerberg recently stated that “donald j. trump is number 1 on facebook. number 2 is prime minister modi of india.” actually, i am going to india in two weeks. looking forward to it!",2/14/20,9:30,1228460000000000000,214,214.1799927,0.08%
FB,facebook,"rt @danscavino: alright, let’s see some meme’s for social media! ya never know, one could end up on @realdonaldtrump’s twitter, facebook, o...",12/16/19,13:28,1206570000000000000,195.2700043,197.9199982,1.36%
